date,store_id,product_id,category,opening_inventory,units_sold,units_ordered,closing_inventory,is_observed,data_version
2023-10-02,S004,P0018,Furniture,150,115,122,35,True,v1
2023-10-03,S004,P0018,Furniture,157,46,0,111,True,v1
2023-10-04,S004,P0018,Furniture,111,40,61,71,True,v1
2023-10-05,S004,P0018,Furniture,132,67,93,65,True,v1
2023-10-06,S004,P0018,Furniture,158,80,0,78,True,v1
2023-10-07,S004,P0018,Furniture,78,43,50,35,True,v1
2023-10-08,S004,P0018,Furniture,85,34,50,51,True,v1
2023-10-09,S004,P0018,Furniture,101,33,50,68,True,v1
2023-10-10,S004,P0018,Furniture,118,24,0,94,True,v1
2023-10-11,S004,P0018,Furniture,94,13,0,81,True,v1
2023-10-12,S004,P0018,Furniture,81,61,84,20,True,v1
2023-10-13,S004,P0018,Furniture,104,11,0,93,True,v1
2023-10-14,S004,P0018,Furniture,93,53,50,40,True,v1
2023-10-15,S004,P0018,Furniture,90,35,50,55,True,v1
2023-10-16,S004,P0018,Furniture,105,53,54,52,True,v1
2023-10-17,S004,P0018,Furniture,106,74,56,32,True,v1
2023-10-18,S004,P0018,Furniture,88,61,53,27,True,v1
2023-10-19,S004,P0018,Furniture,80,44,50,36,True,v1
2023-10-20,S004,P0018,Furniture,86,35,50,51,True,v1
2023-10-21,S004,P0018,Furniture,101,32,50,69,True,v1
2023-10-22,S004,P0018,Furniture,119,9,0,110,True,v1
2023-10-23,S004,P0018,Furniture,110,25,0,85,True,v1
2023-10-24,S004,P0018,Furniture,85,25,50,60,True,v1
2023-10-25,S004,P0018,Furniture,110,72,77,38,True,v1
2023-10-26,S004,P0018,Furniture,115,61,99,54,True,v1
2023-10-27,S004,P0018,Furniture,153,90,0,63,True,v1
2023-10-28,S004,P0018,Furniture,63,63,113,0,True,v1
2023-10-29,S004,P0018,Furniture,113,65,73,48,True,v1
2023-10-30,S004,P0018,Furniture,121,41,65,80,True,v1
2023-10-31,S004,P0018,Furniture,145,48,0,97,True,v1
2023-11-01,S004,P0018,Furniture,97,71,96,26,True,v1
2023-11-02,S004,P0018,Furniture,122,54,85,68,True,v1
2023-11-03,S004,P0018,Furniture,153,113,122,40,True,v1
2023-11-04,S004,P0018,Furniture,162,42,0,120,True,v1
2023-11-05,S004,P0018,Furniture,120,120,111,0,True,v1
2023-11-06,S004,P0018,Furniture,111,49,80,62,True,v1
2023-11-07,S004,P0018,Furniture,142,68,81,74,True,v1
2023-11-08,S004,P0018,Furniture,155,72,0,83,True,v1
2023-11-09,S004,P0018,Furniture,83,73,57,10,True,v1
2023-11-10,S004,P0018,Furniture,67,67,101,0,True,v1
2023-11-11,S004,P0018,Furniture,101,47,67,54,True,v1
2023-11-12,S004,P0018,Furniture,121,55,82,66,True,v1
2023-11-13,S004,P0018,Furniture,148,65,0,83,True,v1
2023-11-14,S004,P0018,Furniture,83,80,63,3,True,v1
2023-11-15,S004,P0018,Furniture,66,66,113,0,True,v1
2023-11-16,S004,P0018,Furniture,113,100,125,13,True,v1
2023-11-17,S004,P0018,Furniture,138,60,0,78,True,v1
2023-11-18,S004,P0018,Furniture,78,65,93,13,True,v1
2023-11-19,S004,P0018,Furniture,106,84,62,22,True,v1
2023-11-20,S004,P0018,Furniture,84,84,121,0,True,v1
2023-11-21,S004,P0018,Furniture,121,57,56,64,True,v1
2023-11-22,S004,P0018,Furniture,120,71,88,49,True,v1
2023-11-23,S004,P0018,Furniture,137,108,99,29,True,v1
2023-11-24,S004,P0018,Furniture,128,57,0,71,True,v1
2023-11-25,S004,P0018,Furniture,71,71,136,0,True,v1
2023-11-26,S004,P0018,Furniture,136,30,0,106,True,v1
2023-11-27,S004,P0018,Furniture,106,80,92,26,True,v1
2023-11-28,S004,P0018,Furniture,118,83,68,35,True,v1
2023-11-29,S004,P0018,Furniture,103,15,0,88,True,v1
2023-11-30,S004,P0018,Furniture,88,54,104,34,True,v1
2023-12-01,S004,P0018,Furniture,138,57,0,81,True,v1
2023-12-02,S004,P0018,Furniture,81,72,78,9,True,v1
2023-12-03,S004,P0018,Furniture,87,59,55,28,True,v1
2023-12-04,S004,P0018,Furniture,83,81,81,2,True,v1
2023-12-05,S004,P0018,Furniture,83,59,53,24,True,v1
2023-12-06,S004,P0018,Furniture,77,77,112,0,True,v1
2023-12-07,S004,P0018,Furniture,112,93,89,19,True,v1
2023-12-08,S004,P0018,Furniture,108,57,74,51,True,v1
2023-12-09,S004,P0018,Furniture,125,68,91,57,True,v1
2023-12-10,S004,P0018,Furniture,148,58,107,90,True,v1
2023-12-11,S004,P0018,Furniture,197,63,0,134,True,v1
2023-12-12,S004,P0018,Furniture,134,22,0,112,True,v1
2023-12-13,S004,P0018,Furniture,112,48,67,64,True,v1
2023-12-14,S004,P0018,Furniture,131,58,96,73,True,v1
2023-12-15,S004,P0018,Furniture,169,58,0,111,True,v1
2023-12-16,S004,P0018,Furniture,111,104,111,7,True,v1
2023-12-17,S004,P0018,Furniture,118,83,110,35,True,v1
2023-12-18,S004,P0018,Furniture,145,68,75,77,True,v1
2023-12-19,S004,P0018,Furniture,152,21,0,131,True,v1
2023-12-20,S004,P0018,Furniture,131,63,56,68,True,v1
2023-12-21,S004,P0018,Furniture,124,109,139,15,True,v1
2023-12-22,S004,P0018,Furniture,154,71,0,83,True,v1
2023-12-23,S004,P0018,Furniture,83,64,50,19,True,v1
2023-12-24,S004,P0018,Furniture,69,67,92,2,True,v1
2023-12-25,S004,P0018,Furniture,94,94,102,0,True,v1
2023-12-26,S004,P0018,Furniture,102,64,85,38,True,v1
2023-12-27,S004,P0018,Furniture,123,19,0,104,True,v1
2023-12-28,S004,P0018,Furniture,104,22,0,82,True,v1
2023-12-29,S004,P0018,Furniture,82,36,50,46,True,v1
2023-12-30,S004,P0018,Furniture,96,23,0,73,True,v1
2023-12-31,S004,P0018,Furniture,73,45,50,28,True,v1
2024-01-01,S004,P0018,Furniture,78,42,62,36,True,v1
2024-01-02,S004,P0018,Furniture,98,38,50,60,True,v1
2024-01-03,S004,P0018,Furniture,110,24,0,86,True,v1
2024-01-04,S004,P0018,Furniture,86,33,50,53,True,v1
2024-01-05,S004,P0018,Furniture,103,27,50,76,True,v1
2024-01-06,S004,P0018,Furniture,126,19,0,107,True,v1
2024-01-07,S004,P0018,Furniture,107,33,0,74,True,v1
2024-01-08,S004,P0018,Furniture,74,10,50,64,True,v1
2024-01-09,S004,P0018,Furniture,114,31,57,83,True,v1
2024-01-10,S004,P0018,Furniture,140,72,0,68,True,v1
2024-01-11,S004,P0018,Furniture,68,68,64,0,True,v1
2024-01-12,S004,P0018,Furniture,64,63,62,1,True,v1
2024-01-13,S004,P0018,Furniture,63,63,92,0,True,v1
2024-01-14,S004,P0018,Furniture,92,66,67,26,True,v1
2024-01-15,S004,P0018,Furniture,93,58,65,35,True,v1
2024-01-16,S004,P0018,Furniture,100,78,88,22,True,v1
2024-01-17,S004,P0018,Furniture,110,64,71,46,True,v1
2024-01-18,S004,P0018,Furniture,117,36,61,81,True,v1
2024-01-19,S004,P0018,Furniture,142,29,0,113,True,v1
2024-01-20,S004,P0018,Furniture,113,29,0,84,True,v1
2024-01-21,S004,P0018,Furniture,84,49,61,35,True,v1
2024-01-22,S004,P0018,Furniture,96,96,187,0,True,v1
2024-01-23,S004,P0018,Furniture,187,27,0,160,True,v1
2024-01-24,S004,P0018,Furniture,160,54,0,106,True,v1
2024-01-25,S004,P0018,Furniture,106,73,77,33,True,v1
2024-01-26,S004,P0018,Furniture,110,71,69,39,True,v1
2024-01-27,S004,P0018,Furniture,108,96,91,12,True,v1
2024-01-28,S004,P0018,Furniture,103,80,97,23,True,v1
2024-01-29,S004,P0018,Furniture,120,101,78,19,True,v1
2024-01-30,S004,P0018,Furniture,97,54,71,43,True,v1
2022-01-01,S004,P0019,Clothing,146,125,103,21,True,v1
2022-01-02,S004,P0019,Clothing,124,124,162,0,True,v1
2022-01-03,S004,P0019,Clothing,162,82,0,80,True,v1
2022-01-04,S004,P0019,Clothing,80,80,89,0,True,v1
2022-01-05,S004,P0019,Clothing,89,54,96,35,True,v1
2022-01-06,S004,P0019,Clothing,131,80,112,51,True,v1
2022-01-07,S004,P0019,Clothing,163,157,167,6,True,v1
2022-01-08,S004,P0019,Clothing,173,55,0,118,True,v1
2022-01-09,S004,P0019,Clothing,118,109,151,9,True,v1
2022-01-10,S004,P0019,Clothing,160,96,150,64,True,v1
2022-01-11,S004,P0019,Clothing,214,74,0,140,True,v1
2022-01-12,S004,P0019,Clothing,140,54,81,86,True,v1
2022-01-13,S004,P0019,Clothing,167,72,0,95,True,v1
2022-01-14,S004,P0019,Clothing,95,59,55,36,True,v1
2022-01-15,S004,P0019,Clothing,91,91,116,0,True,v1
2022-01-16,S004,P0019,Clothing,116,106,98,10,True,v1
2022-01-17,S004,P0019,Clothing,108,96,135,12,True,v1
2022-01-18,S004,P0019,Clothing,147,147,146,0,True,v1
2022-01-19,S004,P0019,Clothing,146,77,121,69,True,v1
2022-01-20,S004,P0019,Clothing,190,123,117,67,True,v1
2022-01-21,S004,P0019,Clothing,184,77,0,107,True,v1
2022-01-22,S004,P0019,Clothing,107,37,50,70,True,v1
2022-01-23,S004,P0019,Clothing,120,120,124,0,True,v1
2022-01-24,S004,P0019,Clothing,124,124,157,0,True,v1
2022-01-25,S004,P0019,Clothing,157,157,175,0,True,v1
2022-01-26,S004,P0019,Clothing,175,99,120,76,True,v1
2022-01-27,S004,P0019,Clothing,196,73,0,123,True,v1
2022-01-28,S004,P0019,Clothing,123,123,137,0,True,v1
2022-01-29,S004,P0019,Clothing,137,120,105,17,True,v1
2022-01-30,S004,P0019,Clothing,122,70,71,52,True,v1
2022-01-31,S004,P0019,Clothing,123,108,117,15,True,v1
2022-02-01,S004,P0019,Clothing,132,109,99,23,True,v1
2022-02-02,S004,P0019,Clothing,122,63,66,59,True,v1
2022-02-03,S004,P0019,Clothing,125,125,190,0,True,v1
2022-02-04,S004,P0019,Clothing,190,75,0,115,True,v1
2022-02-05,S004,P0019,Clothing,115,115,146,0,True,v1
2022-02-06,S004,P0019,Clothing,146,104,184,42,True,v1
2022-02-07,S004,P0019,Clothing,226,168,211,58,True,v1
2022-02-08,S004,P0019,Clothing,269,30,0,239,True,v1
2022-02-09,S004,P0019,Clothing,239,107,0,132,True,v1
2022-02-10,S004,P0019,Clothing,132,112,91,20,True,v1
2022-02-11,S004,P0019,Clothing,111,111,120,0,True,v1
2022-02-12,S004,P0019,Clothing,120,98,96,22,True,v1
2022-02-13,S004,P0019,Clothing,118,83,147,35,True,v1
2022-02-14,S004,P0019,Clothing,182,122,210,60,True,v1
2022-02-15,S004,P0019,Clothing,270,122,0,148,True,v1
2022-02-16,S004,P0019,Clothing,148,103,108,45,True,v1
2022-02-17,S004,P0019,Clothing,153,86,134,67,True,v1
2022-02-18,S004,P0019,Clothing,201,69,0,132,True,v1
2022-02-19,S004,P0019,Clothing,132,132,200,0,True,v1
2022-02-20,S004,P0019,Clothing,200,100,0,100,True,v1
2022-02-21,S004,P0019,Clothing,100,100,142,0,True,v1
2022-02-22,S004,P0019,Clothing,142,101,147,41,True,v1
2022-02-23,S004,P0019,Clothing,188,170,150,18,True,v1
2022-02-24,S004,P0019,Clothing,168,127,136,41,True,v1
2022-02-25,S004,P0019,Clothing,177,68,0,109,True,v1
2022-02-26,S004,P0019,Clothing,109,84,69,25,True,v1
2022-02-27,S004,P0019,Clothing,94,60,101,34,True,v1
2022-02-28,S004,P0019,Clothing,135,135,157,0,True,v1
2022-03-01,S004,P0019,Clothing,157,140,111,17,True,v1
2022-03-02,S004,P0019,Clothing,128,41,57,87,True,v1
2022-03-03,S004,P0019,Clothing,144,58,88,86,True,v1
2022-03-04,S004,P0019,Clothing,174,103,122,71,True,v1
2022-03-05,S004,P0019,Clothing,193,151,122,42,True,v1
2022-03-06,S004,P0019,Clothing,164,164,167,0,True,v1
2022-03-07,S004,P0019,Clothing,167,98,98,69,True,v1
2022-03-08,S004,P0019,Clothing,167,167,201,0,True,v1
2022-03-09,S004,P0019,Clothing,201,126,0,75,True,v1
2022-03-10,S004,P0019,Clothing,75,45,60,30,True,v1
2022-03-11,S004,P0019,Clothing,90,66,100,24,True,v1
2022-03-12,S004,P0019,Clothing,124,96,113,28,True,v1
2022-03-13,S004,P0019,Clothing,141,104,135,37,True,v1
2022-03-14,S004,P0019,Clothing,172,59,0,113,True,v1
2022-03-15,S004,P0019,Clothing,113,43,60,70,True,v1
2022-03-16,S004,P0019,Clothing,130,107,102,23,True,v1
2022-03-17,S004,P0019,Clothing,125,45,74,80,True,v1
2022-03-18,S004,P0019,Clothing,154,79,0,75,True,v1
2022-03-19,S004,P0019,Clothing,75,75,91,0,True,v1
2022-03-20,S004,P0019,Clothing,91,91,177,0,True,v1
2022-03-21,S004,P0019,Clothing,177,160,173,17,True,v1
2022-03-22,S004,P0019,Clothing,190,85,0,105,True,v1
2022-03-23,S004,P0019,Clothing,105,65,62,40,True,v1
2022-03-24,S004,P0019,Clothing,102,102,150,0,True,v1
2022-03-25,S004,P0019,Clothing,150,150,192,0,True,v1
2022-03-26,S004,P0019,Clothing,192,121,143,71,True,v1
2022-03-27,S004,P0019,Clothing,214,130,0,84,True,v1
2022-03-28,S004,P0019,Clothing,84,82,112,2,True,v1
2022-03-29,S004,P0019,Clothing,114,70,86,44,True,v1
2022-03-30,S004,P0019,Clothing,130,130,149,0,True,v1
2022-03-31,S004,P0019,Clothing,149,82,110,67,True,v1
2022-04-01,S004,P0019,Clothing,177,152,159,25,True,v1
2022-04-02,S004,P0019,Clothing,184,36,0,148,True,v1
2022-04-03,S004,P0019,Clothing,148,67,105,81,True,v1
2022-04-04,S004,P0019,Clothing,186,110,136,76,True,v1
2022-04-05,S004,P0019,Clothing,212,197,229,15,True,v1
2022-04-06,S004,P0019,Clothing,244,67,0,177,True,v1
2022-04-07,S004,P0019,Clothing,177,73,0,104,True,v1
2022-04-08,S004,P0019,Clothing,104,104,160,0,True,v1
2022-04-09,S004,P0019,Clothing,160,90,0,70,True,v1
2022-04-10,S004,P0019,Clothing,70,64,61,6,True,v1
2022-04-11,S004,P0019,Clothing,67,67,65,0,True,v1
2022-04-12,S004,P0019,Clothing,65,65,152,0,True,v1
2022-04-13,S004,P0019,Clothing,152,72,119,80,True,v1
2022-04-14,S004,P0019,Clothing,199,43,0,156,True,v1
2022-04-15,S004,P0019,Clothing,156,117,146,39,True,v1
2022-04-16,S004,P0019,Clothing,185,67,0,118,True,v1
2022-04-17,S004,P0019,Clothing,118,118,198,0,True,v1
2022-04-18,S004,P0019,Clothing,198,166,152,32,True,v1
2022-04-19,S004,P0019,Clothing,184,166,150,18,True,v1
2022-04-20,S004,P0019,Clothing,168,90,88,78,True,v1
2022-04-21,S004,P0019,Clothing,166,61,0,105,True,v1
2022-04-22,S004,P0019,Clothing,105,76,126,29,True,v1
2022-04-23,S004,P0019,Clothing,155,121,128,34,True,v1
2022-04-24,S004,P0019,Clothing,162,152,160,10,True,v1
2022-04-25,S004,P0019,Clothing,170,99,133,71,True,v1
2022-04-26,S004,P0019,Clothing,204,99,147,105,True,v1
2022-04-27,S004,P0019,Clothing,252,51,0,201,True,v1
2022-04-28,S004,P0019,Clothing,201,118,154,83,True,v1
2022-04-29,S004,P0019,Clothing,237,63,0,174,True,v1
2022-04-30,S004,P0019,Clothing,174,129,133,45,True,v1
2022-05-01,S004,P0019,Clothing,178,177,207,1,True,v1
2022-05-02,S004,P0019,Clothing,208,120,192,88,True,v1
2022-05-03,S004,P0019,Clothing,280,118,0,162,True,v1
2022-05-04,S004,P0019,Clothing,162,88,100,74,True,v1
2022-05-05,S004,P0019,Clothing,174,75,0,99,True,v1
2022-05-06,S004,P0019,Clothing,99,86,119,13,True,v1
2022-05-07,S004,P0019,Clothing,132,72,79,60,True,v1
2022-05-08,S004,P0019,Clothing,139,139,160,0,True,v1
2022-05-09,S004,P0019,Clothing,160,148,164,12,True,v1
2022-05-10,S004,P0019,Clothing,176,83,116,93,True,v1
2022-05-11,S004,P0019,Clothing,209,96,0,113,True,v1
2022-05-12,S004,P0019,Clothing,113,74,130,39,True,v1
2022-05-13,S004,P0019,Clothing,169,33,0,136,True,v1
2022-05-14,S004,P0019,Clothing,136,107,128,29,True,v1
2022-05-15,S004,P0019,Clothing,157,87,108,70,True,v1
2022-05-16,S004,P0019,Clothing,178,161,166,17,True,v1
2022-05-17,S004,P0019,Clothing,183,169,136,14,True,v1
2022-05-18,S004,P0019,Clothing,150,81,110,69,True,v1
2022-05-19,S004,P0019,Clothing,179,75,0,104,True,v1
2022-05-20,S004,P0019,Clothing,104,104,120,0,True,v1
2022-05-21,S004,P0019,Clothing,120,120,133,0,True,v1
2022-05-22,S004,P0019,Clothing,133,60,0,73,True,v1
2022-05-23,S004,P0019,Clothing,73,73,147,0,True,v1
2022-05-24,S004,P0019,Clothing,147,45,0,102,True,v1
2022-05-25,S004,P0019,Clothing,102,52,84,50,True,v1
2022-05-26,S004,P0019,Clothing,134,61,75,73,True,v1
2022-05-27,S004,P0019,Clothing,148,29,0,119,True,v1
2022-05-28,S004,P0019,Clothing,119,119,114,0,True,v1
2022-05-29,S004,P0019,Clothing,114,94,133,20,True,v1
2022-05-30,S004,P0019,Clothing,153,123,108,30,True,v1
2022-05-31,S004,P0019,Clothing,138,60,96,78,True,v1
2022-06-01,S004,P0019,Clothing,174,70,0,104,True,v1
2022-06-02,S004,P0019,Clothing,104,104,109,0,True,v1
2022-06-03,S004,P0019,Clothing,109,109,119,0,True,v1
2022-06-04,S004,P0019,Clothing,119,119,127,0,True,v1
2022-06-05,S004,P0019,Clothing,127,69,99,58,True,v1
2022-06-06,S004,P0019,Clothing,157,64,0,93,True,v1
2022-06-07,S004,P0019,Clothing,93,93,99,0,True,v1
2022-06-08,S004,P0019,Clothing,99,99,142,0,True,v1
2022-06-09,S004,P0019,Clothing,142,142,130,0,True,v1
2022-06-10,S004,P0019,Clothing,130,74,84,56,True,v1
2022-06-11,S004,P0019,Clothing,140,74,125,66,True,v1
2022-06-12,S004,P0019,Clothing,191,29,0,162,True,v1
2022-06-13,S004,P0019,Clothing,162,107,159,55,True,v1
2022-06-14,S004,P0019,Clothing,214,52,0,162,True,v1
2022-06-15,S004,P0019,Clothing,162,157,151,5,True,v1
2022-06-16,S004,P0019,Clothing,156,74,87,82,True,v1
2022-06-17,S004,P0019,Clothing,169,104,146,65,True,v1
2022-06-18,S004,P0019,Clothing,211,141,0,70,True,v1
2022-06-19,S004,P0019,Clothing,70,62,119,8,True,v1
2022-06-20,S004,P0019,Clothing,127,73,98,54,True,v1
2022-06-21,S004,P0019,Clothing,152,133,206,19,True,v1
2022-06-22,S004,P0019,Clothing,225,106,0,119,True,v1
2022-06-23,S004,P0019,Clothing,119,65,116,54,True,v1
2022-06-24,S004,P0019,Clothing,170,56,0,114,True,v1
2022-06-25,S004,P0019,Clothing,114,55,56,59,True,v1
2022-06-26,S004,P0019,Clothing,115,115,111,0,True,v1
2022-06-27,S004,P0019,Clothing,111,111,204,0,True,v1
2022-06-28,S004,P0019,Clothing,204,89,0,115,True,v1
2022-06-29,S004,P0019,Clothing,115,84,67,31,True,v1
2022-06-30,S004,P0019,Clothing,98,91,80,7,True,v1
2022-07-01,S004,P0019,Clothing,87,87,126,0,True,v1
2022-07-02,S004,P0019,Clothing,126,88,142,38,True,v1
2022-07-03,S004,P0019,Clothing,180,150,143,30,True,v1
2022-07-04,S004,P0019,Clothing,173,95,148,78,True,v1
2022-07-05,S004,P0019,Clothing,226,81,0,145,True,v1
2022-07-06,S004,P0019,Clothing,145,27,0,118,True,v1
2022-07-07,S004,P0019,Clothing,118,114,195,4,True,v1
2022-07-08,S004,P0019,Clothing,199,109,0,90,True,v1
2022-07-09,S004,P0019,Clothing,90,90,140,0,True,v1
2022-07-10,S004,P0019,Clothing,140,50,88,90,True,v1
2022-07-11,S004,P0019,Clothing,178,153,170,25,True,v1
2022-07-12,S004,P0019,Clothing,195,108,163,87,True,v1
2022-07-13,S004,P0019,Clothing,250,82,0,168,True,v1
2022-07-14,S004,P0019,Clothing,168,131,144,37,True,v1
2022-07-15,S004,P0019,Clothing,181,167,140,14,True,v1
2022-07-16,S004,P0019,Clothing,154,137,148,17,True,v1
2022-07-17,S004,P0019,Clothing,165,94,146,71,True,v1
2022-07-18,S004,P0019,Clothing,217,98,160,119,True,v1
2022-07-19,S004,P0019,Clothing,279,102,0,177,True,v1
2022-07-20,S004,P0019,Clothing,177,120,138,57,True,v1
2022-07-21,S004,P0019,Clothing,195,100,0,95,True,v1
2022-07-22,S004,P0019,Clothing,95,95,108,0,True,v1
2022-07-23,S004,P0019,Clothing,108,73,107,35,True,v1
2022-07-24,S004,P0019,Clothing,142,62,0,80,True,v1
2022-07-25,S004,P0019,Clothing,80,80,117,0,True,v1
2022-07-26,S004,P0019,Clothing,117,94,119,23,True,v1
2022-07-27,S004,P0019,Clothing,142,108,150,34,True,v1
2022-07-28,S004,P0019,Clothing,184,40,0,144,True,v1
2022-07-29,S004,P0019,Clothing,144,92,70,52,True,v1
2022-07-30,S004,P0019,Clothing,122,97,80,25,True,v1
2022-07-31,S004,P0019,Clothing,105,54,53,51,True,v1
2022-08-01,S004,P0019,Clothing,104,75,108,29,True,v1
2022-08-02,S004,P0019,Clothing,137,137,228,0,True,v1
2022-08-03,S004,P0019,Clothing,228,220,182,8,True,v1
2022-08-04,S004,P0019,Clothing,190,56,0,134,True,v1
2022-08-05,S004,P0019,Clothing,134,74,57,60,True,v1
2022-08-06,S004,P0019,Clothing,117,117,153,0,True,v1
2022-08-07,S004,P0019,Clothing,153,153,106,0,True,v1
2022-08-08,S004,P0019,Clothing,106,41,52,65,True,v1
2022-08-09,S004,P0019,Clothing,117,117,250,0,True,v1
2022-08-10,S004,P0019,Clothing,250,122,0,128,True,v1
2022-08-11,S004,P0019,Clothing,128,76,100,52,True,v1
2022-08-12,S004,P0019,Clothing,152,128,149,24,True,v1
2022-08-13,S004,P0019,Clothing,173,42,0,131,True,v1
2022-08-14,S004,P0019,Clothing,131,80,89,51,True,v1
2022-08-15,S004,P0019,Clothing,140,50,89,90,True,v1
2022-08-16,S004,P0019,Clothing,179,61,0,118,True,v1
2022-08-17,S004,P0019,Clothing,118,118,131,0,True,v1
2022-08-18,S004,P0019,Clothing,131,86,104,45,True,v1
2022-08-19,S004,P0019,Clothing,149,26,0,123,True,v1
2022-08-20,S004,P0019,Clothing,123,88,93,35,True,v1
2022-08-21,S004,P0019,Clothing,128,110,91,18,True,v1
2022-08-22,S004,P0019,Clothing,109,61,77,48,True,v1
2022-08-23,S004,P0019,Clothing,125,84,99,41,True,v1
2022-08-24,S004,P0019,Clothing,140,108,110,32,True,v1
2022-08-25,S004,P0019,Clothing,142,36,0,106,True,v1
2022-08-26,S004,P0019,Clothing,106,106,92,0,True,v1
2022-08-27,S004,P0019,Clothing,92,72,108,20,True,v1
2022-08-28,S004,P0019,Clothing,128,84,153,44,True,v1
2022-08-29,S004,P0019,Clothing,197,110,0,87,True,v1
2022-08-30,S004,P0019,Clothing,87,87,80,0,True,v1
2022-08-31,S004,P0019,Clothing,80,80,91,0,True,v1
2022-09-01,S004,P0019,Clothing,91,91,195,0,True,v1
2022-09-02,S004,P0019,Clothing,195,40,0,155,True,v1
2022-09-03,S004,P0019,Clothing,155,55,0,100,True,v1
2022-09-04,S004,P0019,Clothing,100,21,0,79,True,v1
2022-09-05,S004,P0019,Clothing,79,79,66,0,True,v1
2022-09-06,S004,P0019,Clothing,66,66,104,0,True,v1
2022-09-07,S004,P0019,Clothing,104,104,139,0,True,v1
2022-09-08,S004,P0019,Clothing,139,95,72,44,True,v1
2022-09-09,S004,P0019,Clothing,116,89,126,27,True,v1
2022-09-10,S004,P0019,Clothing,153,98,100,55,True,v1
2022-09-11,S004,P0019,Clothing,155,114,102,41,True,v1
2022-09-12,S004,P0019,Clothing,143,27,0,116,True,v1
2022-09-13,S004,P0019,Clothing,116,116,181,0,True,v1
2022-09-14,S004,P0019,Clothing,181,67,0,114,True,v1
2022-09-15,S004,P0019,Clothing,114,114,164,0,True,v1
2022-09-16,S004,P0019,Clothing,164,38,0,126,True,v1
2022-09-17,S004,P0019,Clothing,126,65,77,61,True,v1
2022-09-18,S004,P0019,Clothing,138,54,0,84,True,v1
2022-09-19,S004,P0019,Clothing,84,71,101,13,True,v1
2022-09-20,S004,P0019,Clothing,114,63,61,51,True,v1
2022-09-21,S004,P0019,Clothing,112,112,146,0,True,v1
2022-09-22,S004,P0019,Clothing,146,125,115,21,True,v1
2022-09-23,S004,P0019,Clothing,136,88,97,48,True,v1
2022-09-24,S004,P0019,Clothing,145,106,127,39,True,v1
2022-09-25,S004,P0019,Clothing,166,89,121,77,True,v1
2022-09-26,S004,P0019,Clothing,198,45,0,153,True,v1
2022-09-27,S004,P0019,Clothing,153,42,0,111,True,v1
2022-09-28,S004,P0019,Clothing,111,89,136,22,True,v1
2022-09-29,S004,P0019,Clothing,158,104,119,54,True,v1
2022-09-30,S004,P0019,Clothing,173,93,138,80,True,v1
2022-10-01,S004,P0019,Clothing,218,62,0,156,True,v1
2022-10-02,S004,P0019,Clothing,156,121,82,35,True,v1
2022-10-03,S004,P0019,Clothing,117,84,82,33,True,v1
2022-10-04,S004,P0019,Clothing,115,115,153,0,True,v1
2022-10-05,S004,P0019,Clothing,153,153,264,0,True,v1
2022-10-06,S004,P0019,Clothing,264,128,0,136,True,v1
2022-10-07,S004,P0019,Clothing,136,98,111,38,True,v1
2022-10-08,S004,P0019,Clothing,149,120,139,29,True,v1
2022-10-09,S004,P0019,Clothing,168,138,125,30,True,v1
2022-10-10,S004,P0019,Clothing,155,119,119,36,True,v1
2022-10-11,S004,P0019,Clothing,155,99,103,56,True,v1
2022-10-12,S004,P0019,Clothing,159,141,136,18,True,v1
2022-10-13,S004,P0019,Clothing,154,148,231,6,True,v1
2022-10-14,S004,P0019,Clothing,237,61,0,176,True,v1
2022-10-15,S004,P0019,Clothing,176,176,205,0,True,v1
2022-10-16,S004,P0019,Clothing,205,98,118,107,True,v1
2022-10-17,S004,P0019,Clothing,225,168,184,57,True,v1
2022-10-18,S004,P0019,Clothing,241,141,0,100,True,v1
2022-10-19,S004,P0019,Clothing,100,56,70,44,True,v1
2022-10-20,S004,P0019,Clothing,114,114,95,0,True,v1
2022-10-21,S004,P0019,Clothing,95,58,55,37,True,v1
2022-10-22,S004,P0019,Clothing,92,92,115,0,True,v1
2022-10-23,S004,P0019,Clothing,115,67,106,48,True,v1
2022-10-24,S004,P0019,Clothing,154,62,0,92,True,v1
2022-10-25,S004,P0019,Clothing,92,64,62,28,True,v1
2022-10-26,S004,P0019,Clothing,90,90,90,0,True,v1
2022-10-27,S004,P0019,Clothing,90,78,96,12,True,v1
2022-10-28,S004,P0019,Clothing,108,71,54,37,True,v1
2022-10-29,S004,P0019,Clothing,91,61,57,30,True,v1
2022-10-30,S004,P0019,Clothing,87,87,152,0,True,v1
2022-10-31,S004,P0019,Clothing,152,45,0,107,True,v1
2022-11-01,S004,P0019,Clothing,107,107,120,0,True,v1
2022-11-02,S004,P0019,Clothing,120,97,68,23,True,v1
2022-11-03,S004,P0019,Clothing,91,79,80,12,True,v1
2022-11-04,S004,P0019,Clothing,92,85,81,7,True,v1
2022-11-05,S004,P0019,Clothing,88,72,83,16,True,v1
2022-11-06,S004,P0019,Clothing,99,64,89,35,True,v1
2022-11-07,S004,P0019,Clothing,124,124,142,0,True,v1
2022-11-08,S004,P0019,Clothing,142,142,155,0,True,v1
2022-11-09,S004,P0019,Clothing,155,114,110,41,True,v1
2022-11-10,S004,P0019,Clothing,151,47,0,104,True,v1
2022-11-11,S004,P0019,Clothing,104,52,50,52,True,v1
