as_of_date,store_id,product_id,category,inventory_date,current_inventory,in_transit_inventory,lead_time_days,effective_lead_time_days,forecast_during_lead_time,forecast_7d_total,safety_stock,error_std,avg_daily_units_sold,coverage_days,inventory_status,suggested_replenishment,forecast_status,recommendation_status,message,data_version,model_version,calculated_at
2024-01-25,S004,P0016,Furniture,2024-01-25,241,0,2,2,123.0,425.6,99.1,30.0717772648764,66.14,3.6,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S004,P0016,Furniture,2024-01-26,169,0,2,2,121.2,435.1,97.4,29.556074799420678,65.53,2.6,low,50,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S004,P0016,Furniture,2024-01-27,78,230,2,2,108.1,403.5,95.8,29.05941466334119,66.19,4.7,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S004,P0016,Furniture,2024-01-28,0,0,2,2,121.1,425.3,95.8,29.05941466334119,66.26,0.0,critical,217,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S004,P0016,Furniture,2024-01-29,153,0,2,2,117.4,426.1,95.8,29.05941466334119,66.49,2.3,low,61,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S004,P0016,Furniture,2024-01-30,121,242,2,2,105.2,384.5,95.8,29.05941466334119,65.67,5.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S004,P0017,Clothing,2023-12-28,91,0,0,1,87.9,623.5,2.3,1.0,90.86,1.0,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S004,P0017,Clothing,2023-12-29,134,0,0,1,83.1,603.4,17.7,7.576767573295961,91.54,1.5,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S004,P0017,Clothing,2023-12-30,0,0,0,1,86.4,624.7,20.4,8.75205965809156,92.56,0.0,critical,107,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S004,P0017,Clothing,2023-12-31,85,0,0,1,82.9,616.7,58.4,25.07598112622177,93.28,0.9,critical,57,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S004,P0017,Clothing,2024-01-01,85,0,0,1,91.5,659.6,71.4,30.63325118777672,93.63,0.9,critical,78,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S004,P0017,Clothing,2024-01-02,0,0,0,1,93.7,606.4,69.5,29.817055175233765,93.63,0.0,critical,164,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S004,P0017,Clothing,2024-01-03,32,0,0,1,78.8,551.1,71.4,30.62277074601468,93.69,0.3,critical,119,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S004,P0017,Clothing,2024-01-04,0,0,0,1,85.9,592.9,66.4,28.482921522327683,94.2,0.0,critical,153,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S004,P0017,Clothing,2024-01-05,0,0,0,1,89.8,630.6,62.4,26.789149837807013,95.18,0.0,critical,153,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S004,P0017,Clothing,2024-01-06,127,0,0,1,88.2,610.6,60.1,25.773369350920447,95.53,1.3,critical,22,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S004,P0017,Clothing,2024-01-07,6,0,0,1,84.0,606.5,58.2,24.99895953207266,96.0,0.1,critical,137,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S004,P0017,Clothing,2024-01-08,0,0,0,1,86.3,623.0,56.2,24.135473716399304,96.18,0.0,critical,143,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S004,P0017,Clothing,2024-01-09,136,0,0,1,92.5,621.8,56.1,24.08438538659597,96.6,1.4,critical,13,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S004,P0017,Clothing,2024-01-10,9,0,0,1,89.9,639.7,67.5,28.963430722301723,96.74,0.1,critical,149,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S004,P0017,Clothing,2024-01-11,82,0,0,1,86.2,608.0,65.0,27.910432545334842,96.32,0.9,critical,70,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S004,P0017,Clothing,2024-01-12,109,0,0,1,80.3,558.9,63.1,27.100456664165392,96.0,1.1,critical,35,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S004,P0017,Clothing,2024-01-13,0,0,0,1,81.0,560.9,63.4,27.219808281001512,96.36,0.0,critical,145,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S004,P0017,Clothing,2024-01-14,61,0,0,1,76.4,546.4,62.5,26.813390363424435,96.77,0.6,critical,78,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S004,P0017,Clothing,2024-01-15,61,0,0,1,71.8,508.6,68.6,29.4367947652153,96.0,0.6,critical,80,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S004,P0017,Clothing,2024-01-16,84,0,0,1,74.5,498.3,66.9,28.71681413888654,95.47,0.9,critical,58,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S004,P0017,Clothing,2024-01-17,39,0,0,1,73.0,514.4,65.2,28.003650114449172,95.39,0.4,critical,100,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S004,P0017,Clothing,2024-01-18,90,0,0,1,71.5,505.3,63.8,27.39477493363262,95.71,0.9,critical,46,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S004,P0017,Clothing,2024-01-19,0,0,0,1,74.9,519.3,63.6,27.316351922696132,96.38,0.0,critical,139,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S004,P0017,Clothing,2024-01-20,0,0,0,1,74.2,513.2,76.5,32.82029401447345,97.07,0.0,critical,151,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S004,P0017,Clothing,2024-01-21,91,0,0,1,71.4,526.5,84.5,36.2645189201671,97.31,0.9,critical,65,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S004,P0017,Clothing,2024-01-22,62,0,0,1,82.6,590.2,82.9,35.596580547011754,97.9,0.6,critical,104,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S004,P0017,Clothing,2024-01-23,199,0,0,1,82.3,555.8,81.3,34.909102736770706,97.11,2.0,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S004,P0017,Clothing,2024-01-24,84,0,0,1,75.3,538.8,79.8,34.26366197092646,96.38,0.9,critical,72,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S004,P0017,Clothing,2024-01-25,155,0,0,1,77.2,546.8,81.0,34.77826114297951,96.56,1.6,critical,4,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S004,P0017,Clothing,2024-01-26,50,0,0,1,82.9,563.4,80.1,34.3614439856648,96.62,0.5,critical,113,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S004,P0017,Clothing,2024-01-27,120,0,0,1,77.6,533.7,78.8,33.80021886054085,96.33,1.2,critical,37,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S004,P0017,Clothing,2024-01-28,0,0,0,1,76.5,538.8,78.8,33.80021886054085,97.13,0.0,critical,156,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S004,P0017,Clothing,2024-01-29,13,0,0,1,67.7,499.4,78.8,33.80021886054085,97.06,0.1,critical,134,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S004,P0017,Clothing,2024-01-30,57,0,0,1,82.1,549.4,78.8,33.80021886054085,97.44,0.6,critical,104,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S004,P0018,Furniture,2023-12-28,82,0,0,1,49.3,344.5,2.3,1.0,60.1,1.4,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S004,P0018,Furniture,2023-12-29,46,0,0,1,45.6,317.2,40.4,17.35954232368157,59.84,0.8,critical,41,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S004,P0018,Furniture,2023-12-30,73,0,0,1,42.3,281.7,37.6,16.130343743120157,59.47,1.2,critical,7,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S004,P0018,Furniture,2023-12-31,28,0,0,1,39.1,260.3,33.3,14.307536441761137,58.69,0.5,critical,45,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S004,P0018,Furniture,2024-01-01,36,0,0,1,31.5,229.3,29.5,12.658210507064974,58.64,0.6,critical,25,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S004,P0018,Furniture,2024-01-02,60,0,0,1,30.5,225.5,27.6,11.849359050154135,58.62,1.0,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S004,P0018,Furniture,2024-01-03,86,0,0,1,33.4,212.9,25.2,10.832311525240094,58.14,1.5,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S004,P0018,Furniture,2024-01-04,53,0,0,1,28.4,203.0,23.7,10.159225732329316,57.62,0.9,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S004,P0018,Furniture,2024-01-05,76,0,0,1,28.7,195.7,23.1,9.919207410180531,57.44,1.3,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S004,P0018,Furniture,2024-01-06,107,0,0,1,26.7,186.7,23.1,9.924720797002141,57.28,1.9,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S004,P0018,Furniture,2024-01-07,74,0,0,1,28.8,184.5,23.7,10.175367619090792,57.28,1.3,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S004,P0018,Furniture,2024-01-08,64,0,0,1,23.4,171.4,40.3,17.282481124550458,57.12,1.1,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S004,P0018,Furniture,2024-01-09,83,0,0,1,22.2,168.6,48.5,20.800297744462934,57.32,1.4,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S004,P0018,Furniture,2024-01-10,68,0,0,1,28.8,181.7,51.0,21.903144525735563,57.44,1.2,critical,12,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S004,P0018,Furniture,2024-01-11,0,0,0,1,27.3,197.0,52.3,22.440624240586523,58.08,0.0,critical,80,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S004,P0018,Furniture,2024-01-12,1,0,0,1,32.2,219.5,52.7,22.598005164952177,58.19,0.0,critical,84,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S004,P0018,Furniture,2024-01-13,0,0,0,1,35.4,247.5,51.8,22.243873211891326,58.5,0.0,critical,88,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S004,P0018,Furniture,2024-01-14,26,0,0,1,40.7,267.9,53.3,22.88132607762569,58.64,0.4,critical,69,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S004,P0018,Furniture,2024-01-15,35,0,0,1,39.7,300.4,51.9,22.272239652058143,58.47,0.6,critical,57,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S004,P0018,Furniture,2024-01-16,22,0,0,1,43.9,327.8,51.7,22.203249171960938,58.66,0.4,critical,74,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S004,P0018,Furniture,2024-01-17,46,0,0,1,52.1,335.2,52.9,22.68294228244722,58.88,0.8,critical,59,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S004,P0018,Furniture,2024-01-18,81,0,0,1,44.6,317.0,53.1,22.79709099937719,58.89,1.4,critical,17,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S004,P0018,Furniture,2024-01-19,113,0,0,1,44.9,301.3,51.9,22.293161077668707,58.86,1.9,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S004,P0018,Furniture,2024-01-20,84,0,0,1,42.1,292.2,55.6,23.876895123493508,59.08,1.4,critical,14,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S004,P0018,Furniture,2024-01-21,35,0,0,1,43.6,289.0,55.4,23.79371737802897,59.34,0.6,critical,65,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S004,P0018,Furniture,2024-01-22,0,0,0,1,44.3,321.7,54.3,23.318134686452773,60.13,0.0,critical,99,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S004,P0018,Furniture,2024-01-23,160,0,0,1,40.2,293.2,54.3,23.299691865490374,59.63,2.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S004,P0018,Furniture,2024-01-24,106,0,0,1,43.3,293.2,53.9,23.14458971057265,59.56,1.8,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S004,P0018,Furniture,2024-01-25,33,0,0,1,43.8,320.6,55.6,23.861356862992494,59.37,0.6,critical,67,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S004,P0018,Furniture,2024-01-26,39,0,0,1,48.4,343.2,55.1,23.64337691817783,59.46,0.7,critical,65,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S004,P0018,Furniture,2024-01-27,12,0,0,1,52.0,367.1,56.9,24.43878070504586,59.8,0.2,critical,97,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S004,P0018,Furniture,2024-01-28,23,0,0,1,55.0,374.8,56.9,24.43878070504586,60.23,0.4,critical,89,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S004,P0018,Furniture,2024-01-29,19,0,0,1,48.5,389.7,56.9,24.43878070504586,60.82,0.3,critical,87,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S004,P0018,Furniture,2024-01-30,43,0,0,1,51.7,386.3,56.9,24.43878070504586,60.63,0.7,critical,66,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S004,P0019,Clothing,2023-12-28,62,0,0,1,86.8,645.5,2.3,1.0,98.61,0.6,critical,28,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S004,P0019,Clothing,2023-12-29,125,0,0,1,96.6,654.1,10.7,4.600683625546303,99.19,1.3,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S004,P0019,Clothing,2023-12-30,0,0,0,1,89.5,650.5,47.0,20.18058224896203,99.74,0.0,critical,137,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S004,P0019,Clothing,2023-12-31,52,0,0,1,92.9,653.7,113.6,48.75789070192476,100.33,0.5,critical,155,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S004,P0019,Clothing,2024-01-01,0,0,0,1,109.7,749.9,101.1,43.386090217076806,100.69,0.0,critical,211,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S004,P0019,Clothing,2024-01-02,102,0,0,1,83.7,589.9,90.4,38.80978998997892,100.04,1.0,critical,73,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S004,P0019,Clothing,2024-01-03,0,0,0,1,80.6,586.4,84.2,36.129429220920436,100.37,0.0,critical,165,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S004,P0019,Clothing,2024-01-04,86,0,0,1,79.1,585.2,79.3,34.015056550531305,100.39,0.9,critical,73,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S004,P0019,Clothing,2024-01-05,0,0,0,1,86.9,573.5,87.7,37.660157366987896,100.39,0.0,critical,175,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S004,P0019,Clothing,2024-01-06,17,0,0,1,80.1,568.4,88.0,37.7715832527938,99.61,0.2,critical,152,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S004,P0019,Clothing,2024-01-07,18,0,0,1,88.1,603.9,85.2,36.578694684503404,100.1,0.2,critical,156,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S004,P0019,Clothing,2024-01-08,28,0,0,1,87.4,602.9,87.9,37.70430678030649,100.83,0.3,critical,148,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S004,P0019,Clothing,2024-01-09,63,0,0,1,92.7,652.6,84.8,36.402466958895545,101.9,0.6,critical,115,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S004,P0019,Clothing,2024-01-10,0,0,0,1,86.2,618.8,97.9,42.03232940899433,101.83,0.0,critical,185,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S004,P0019,Clothing,2024-01-11,4,0,0,1,81.4,618.7,94.6,40.58460859274056,101.8,0.0,critical,172,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S004,P0019,Clothing,2024-01-12,96,0,0,1,87.0,573.8,105.3,45.20035190681625,100.94,1.0,critical,97,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S004,P0019,Clothing,2024-01-13,0,0,0,1,80.7,558.2,105.8,45.412068197438934,101.0,0.0,critical,187,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S004,P0019,Clothing,2024-01-14,144,0,0,1,70.4,469.6,102.7,44.08298878923128,100.34,1.4,critical,30,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S004,P0019,Clothing,2024-01-15,0,0,0,1,70.9,475.7,99.8,42.84119084896974,100.92,0.0,critical,171,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S004,P0019,Clothing,2024-01-16,55,0,0,1,63.0,447.6,98.6,42.32081758904974,100.73,0.5,critical,107,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S004,P0019,Clothing,2024-01-17,58,0,0,1,62.6,450.5,96.9,41.58367186825456,100.58,0.6,critical,102,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S004,P0019,Clothing,2024-01-18,46,0,0,1,59.5,454.6,95.5,40.99458815311255,101.56,0.5,critical,110,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S004,P0019,Clothing,2024-01-19,146,0,0,1,70.9,466.1,93.5,40.112790069415894,101.03,1.4,critical,19,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S004,P0019,Clothing,2024-01-20,41,0,0,1,66.5,471.1,96.9,41.585471642836694,101.09,0.4,critical,123,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S004,P0019,Clothing,2024-01-21,69,0,0,1,77.5,492.7,95.5,40.992696374496404,100.99,0.7,critical,105,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S004,P0019,Clothing,2024-01-22,0,0,0,1,72.2,498.9,94.2,40.42984762041411,101.67,0.0,critical,167,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S004,P0019,Clothing,2024-01-23,87,0,0,1,67.1,487.1,92.4,39.64844015009107,101.44,0.9,critical,73,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S004,P0019,Clothing,2024-01-24,110,0,0,1,67.4,483.9,94.9,40.749946726062184,100.69,1.1,critical,53,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S004,P0019,Clothing,2024-01-25,29,0,0,1,61.8,474.1,93.9,40.31950247476013,100.57,0.3,critical,127,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S004,P0019,Clothing,2024-01-26,0,0,0,1,82.5,534.5,94.1,40.405737309930835,100.8,0.0,critical,177,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S004,P0019,Clothing,2024-01-27,240,0,0,1,71.4,503.0,92.8,39.812025621477375,101.24,2.4,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S004,P0019,Clothing,2024-01-28,182,0,0,1,80.1,504.0,92.8,39.812025621477375,101.17,1.8,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S004,P0019,Clothing,2024-01-29,107,0,0,1,67.8,456.3,92.8,39.812025621477375,100.61,1.1,critical,54,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S004,P0019,Clothing,2024-01-30,127,0,0,1,66.1,475.2,92.8,39.812025621477375,100.66,1.3,critical,32,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S004,P0020,Furniture,2023-12-28,349,0,1,1,41.9,270.8,2.3,1.0,57.89,6.0,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S004,P0020,Furniture,2023-12-29,302,0,1,1,36.0,267.7,0.4,0.17743329445060255,57.09,5.3,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S004,P0020,Furniture,2023-12-30,254,0,1,1,39.3,268.1,11.0,4.7424399089198745,56.81,4.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S004,P0020,Furniture,2023-12-31,206,0,1,1,38.7,264.9,9.0,3.8754087563137247,56.62,3.6,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S004,P0020,Furniture,2024-01-01,149,0,1,1,38.5,258.6,31.8,13.652761643478135,56.42,2.6,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S004,P0020,Furniture,2024-01-02,100,0,1,1,34.8,249.8,38.3,16.417836914431017,56.12,1.8,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S004,P0020,Furniture,2024-01-03,80,0,1,1,32.1,218.6,35.1,15.050370488250994,55.07,1.5,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S004,P0020,Furniture,2024-01-04,63,0,1,1,30.7,197.6,33.9,14.570660718134455,54.57,1.2,critical,2,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S004,P0020,Furniture,2024-01-05,104,0,1,1,25.9,194.3,35.0,15.002767768543626,54.76,1.9,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S004,P0020,Furniture,2024-01-06,62,0,1,1,28.3,198.9,33.6,14.399391706545465,54.91,1.1,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S004,P0020,Furniture,2024-01-07,48,0,1,1,28.3,187.7,32.1,13.768537524408138,54.88,0.9,critical,13,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S004,P0020,Furniture,2024-01-08,124,0,1,1,28.4,185.6,36.8,15.796577056675007,55.04,2.3,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S004,P0020,Furniture,2024-01-09,90,0,1,1,25.7,183.5,48.7,20.921983747322326,55.03,1.6,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S004,P0020,Furniture,2024-01-10,30,0,1,1,27.7,191.5,50.6,21.698717546646996,55.21,0.5,critical,49,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S004,P0020,Furniture,2024-01-11,24,0,1,1,34.0,236.4,48.7,20.909554550222456,55.69,0.4,critical,59,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S004,P0020,Furniture,2024-01-12,86,0,1,1,36.1,257.1,47.1,20.20866332172468,55.98,1.5,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S004,P0020,Furniture,2024-01-13,42,0,1,1,35.5,257.0,47.7,20.486108160329973,56.16,0.7,critical,42,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S004,P0020,Furniture,2024-01-14,128,0,1,1,40.3,272.9,46.7,20.031556853718534,56.5,2.3,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S004,P0020,Furniture,2024-01-15,54,0,1,1,43.5,298.3,45.4,19.47819709612604,57.06,0.9,critical,35,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S004,P0020,Furniture,2024-01-16,173,0,1,1,42.2,298.4,47.5,20.400163267913065,57.23,3.0,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S004,P0020,Furniture,2024-01-17,115,0,1,1,44.6,309.9,46.4,19.902177779889616,57.68,2.0,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S004,P0020,Furniture,2024-01-18,25,0,1,1,47.5,327.4,45.7,19.623178439095316,58.41,0.4,critical,69,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S004,P0020,Furniture,2024-01-19,117,0,1,1,45.8,335.2,45.7,19.600058587931922,58.71,2.0,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S004,P0020,Furniture,2024-01-20,46,0,1,1,47.2,357.6,59.9,25.695707858395004,59.27,0.8,critical,62,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S004,P0020,Furniture,2024-01-21,0,0,1,1,54.3,360.6,59.7,25.611959544838623,59.37,0.0,critical,114,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S004,P0020,Furniture,2024-01-22,4,0,1,1,54.0,389.5,58.7,25.193561101328502,60.8,0.1,critical,109,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S004,P0020,Furniture,2024-01-23,107,0,1,1,54.0,389.9,59.1,25.369020980580242,60.1,1.8,critical,7,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S004,P0020,Furniture,2024-01-24,384,0,1,1,58.9,398.3,58.3,25.034102706530533,60.74,6.3,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S004,P0020,Furniture,2024-01-25,340,0,1,1,56.9,392.9,58.0,24.882106461987778,60.23,5.6,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
